AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Premis Desc,Weapon Desc,Status Desc,LOCATION,Cross Street,Month
Central,THEFT OF IDENTITY,21.0,F,OTHER STORE,,Invest Cont,1100    MAPLE                        AV,,02
Central,THEFT PLAIN - PETTY ($950 & UNDER),46.0,M,SIDEWALK,,Invest Cont,6TH                          ST,WALL                         ST,02
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,M,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,1100 S  FIGUEROA                     ST,,02
Central,ROBBERY,46.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3RD                          ST,LOS ANGELES,02
Central,"RAPE, FORCIBLE",24.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,4TH                          ST,FLOWER,02
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29.0,M,BAR/COCKTAIL/NIGHTCLUB,FOLDING KNIFE,Adult Arrest,300 S  HILL                         ST,,02
Central,THEFT PLAIN - PETTY ($950 & UNDER),23.0,F,OTHER BUSINESS,,Invest Cont,700 W  7TH                          ST,,02
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",51.0,M,OTHER BUSINESS,,Invest Cont,600    WILSHIRE                     BL,,02
Central,OTHER MISCELLANEOUS CRIME,50.0,M,OTHER PREMISE,,Adult Other,6TH,STANFORD,02
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,25.0,F,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  SAN PEDRO                    ST,,02
Central,BATTERY - SIMPLE ASSAULT,62.0,M,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  SAN PEDRO                    ST,,02
Central,BURGLARY FROM VEHICLE,40.0,M,PARKING UNDERGROUND/BUILDING,,Invest Cont,1300 S  FIGUEROA                     ST,,02
Central,INTIMATE PARTNER - AGGRAVATED ASSAULT,32.0,M,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,700 N  MAIN                         ST,,02
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),25.0,M,OTHER PREMISE,,Invest Cont,2ND,SAN PEDRO,02
Central,INTIMATE PARTNER - SIMPLE ASSAULT,22.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,400 S  MAIN                         ST,,02
Central,INTIMATE PARTNER - SIMPLE ASSAULT,47.0,F,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,900    WILSHIRE                     BL,,02
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),24.0,F,PARKING LOT,,Invest Cont,900 N  BROADWAY,,02
Central,BATTERY - SIMPLE ASSAULT,41.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,400 S  BROADWAY,,02
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",25.0,M,OTHER BUSINESS,,Invest Cont,500 W  5TH                          ST,,02
Central,BATTERY - SIMPLE ASSAULT,36.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,900 N  HILL                         ST,,02
Central,BATTERY - SIMPLE ASSAULT,53.0,F,PATIO*,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH,SAN PEDRO,02
Central,BATTERY - SIMPLE ASSAULT,59.0,F,PATIO*,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  SAN PEDRO                    ST,,02
Central,"THEFT, PERSON",47.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,ORD                          ST,SPRING                       ST,02
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),44.0,F,OTHER BUSINESS,,Invest Cont,2000 E  7TH                          ST,,02
Central,BATTERY - SIMPLE ASSAULT,59.0,F,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1700 N  SPRING                       ST,,02
Central,ROBBERY,58.0,M,BUS STOP,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,PICO                         BL,GRAND                        AV,02
Central,OTHER MISCELLANEOUS CRIME,41.0,M,ALLEY,,Adult Arrest,1000    MAPLE                        AV,,02
Central,BURGLARY FROM VEHICLE,71.0,M,STREET,,Invest Cont,HOPE                         ST,KOSEIUSZKO                   ST,02
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",37.0,M,SINGLE FAMILY DWELLING,,Invest Cont,200 S  GRAND                        AV,,02
Central,ATTEMPTED ROBBERY,16.0,F,SIDEWALK,VERBAL THREAT,Invest Cont,N  BROADWAY,CESAR E CHAVEZ,02
Central,BATTERY - SIMPLE ASSAULT,51.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1500    MAPLE                        AV,,02
Central,VIOLATION OF RESTRAINING ORDER,56.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Adult Arrest,600 E  5TH                          ST,,02
Central,INTIMATE PARTNER - SIMPLE ASSAULT,34.0,M,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,700    MAIN                         ST,,02
Central,BATTERY WITH SEXUAL CONTACT,,F,LIBRARY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 W  5TH                          ST,,02
Central,BATTERY WITH SEXUAL CONTACT,,F,LIBRARY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 W  5TH                          ST,,02
Central,BATTERY - SIMPLE ASSAULT,51.0,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,VENICE,MAPLE,02
Central,VIOLATION OF COURT ORDER,,M,SIDEWALK,,Invest Cont,BLOOM,CARDINAL,02
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),37.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,1500 S  GRAND                        AV,,02
Central,INTIMATE PARTNER - SIMPLE ASSAULT,50.0,M,SIDEWALK,STICK,Invest Cont,500 S  SPRING                       ST,,02
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",53.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,1300 S  OLIVE                        ST,,02
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",52.0,M,OTHER RESIDENCE,,Invest Cont,600 S  MAIN                         ST,,02
Central,THEFT PLAIN - PETTY ($950 & UNDER),23.0,M,DEPARTMENT STORE,,Invest Cont,700 W  7TH                          ST,,02
Central,THEFT PLAIN - PETTY ($950 & UNDER),,M,OTHER BUSINESS,,Invest Cont,700 W  7TH                          ST,,02
Central,INTIMATE PARTNER - SIMPLE ASSAULT,34.0,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,LOS ANGELES                  ST,101 FRWY,02
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",73.0,F,PUBLIC RESTROOM(INDOORS-INSIDE),,Invest Cont,600 S  HILL                         ST,,02
Central,THEFT PLAIN - PETTY ($950 & UNDER),27.0,M,OTHER BUSINESS,,Invest Cont,300 N  LOS ANGELES                  ST,,02
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,40.0,M,RESTAURANT/FAST FOOD,,Adult Other,300 E  2ND                          ST,,02
Central,ROBBERY,70.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH                          ST,SAN PEDRO,02
Central,THEFT OF IDENTITY,27.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,600 S  FLOWER                       ST,,02
Central,ROBBERY,48.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,7TH,WALL,02
Central,INDECENT EXPOSURE,27.0,M,STREET,,Invest Cont,6TH,STANFORD,02
Central,PEEPING TOM,21.0,F,PUBLIC RESTROOM(INDOORS-INSIDE),,Invest Cont,800 S  LOS ANGELES                  ST,,02
Central,BATTERY - SIMPLE ASSAULT,31.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1100    SANTEE                       ST,,02
Central,BATTERY - SIMPLE ASSAULT,44.0,F,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1100    SANTEE                       ST,,02
Central,VEHICLE - STOLEN,,,STREET,,Invest Cont,200 S  GRAND                        AV,,02
Central,"THEFT, PERSON",49.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,OLYMPIC,WALL,02
Central,THEFT OF IDENTITY,74.0,F,SINGLE FAMILY DWELLING,,Invest Cont,700    NEW DEPOT                    ST,,02
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18.0,M,SIDEWALK,BOTTLE,Invest Cont,ALPINE                       ST,YALE,02
Central,THEFT PLAIN - PETTY ($950 & UNDER),23.0,M,DEPARTMENT STORE,,Invest Cont,700 W  7TH                          ST,,02
Central,BURGLARY FROM VEHICLE,26.0,F,PARKING LOT,,Invest Cont,900    WHITE KNOLL                  DR,,02
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,27.0,M,RESTAURANT/FAST FOOD,VERBAL THREAT,Invest Cont,800    TRACTION                     AV,,02
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",30.0,F,OFFICE BUILDING/OFFICE,,Invest Cont,800 W  7TH                          ST,,02
Central,BATTERY - SIMPLE ASSAULT,29.0,M,RESTAURANT/FAST FOOD,CAUSTIC CHEMICAL/POISON,Invest Cont,BROADWAY,4TH                          ST,02
Central,VEHICLE - STOLEN,,,PARKING LOT,,Invest Cont,300 S  SPRING                       ST,,02
Central,THEFT PLAIN - PETTY ($950 & UNDER),31.0,M,OTHER STORE,,Adult Arrest,500 S  SAN PEDRO                    ST,,02
Central,OTHER MISCELLANEOUS CRIME,36.0,M,POLICE FACILITY,,Invest Cont,200 E  6TH                          ST,,02
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),26.0,F,STREET,,Invest Cont,HOPE                         ST,VENICE,02
Central,OTHER MISCELLANEOUS CRIME,,M,POLICE FACILITY,,Invest Cont,200 E  6TH                          ST,,02
Central,VIOLATION OF RESTRAINING ORDER,50.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,500    MAPLE                        AV,,02
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),20.0,M,OFFICE BUILDING/OFFICE,,Adult Arrest,MAIN                         ST,COLLEGE,02
Central,VEHICLE - STOLEN,,,STREET,,Invest Cont,LLEWELLYN,N  SPRING,02
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",61.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,1300 S  HOPE                         ST,,02
Central,ROBBERY,32.0,M,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 W  9TH                          ST,,02
Central,THEFT OF IDENTITY,53.0,F,OFFICE BUILDING/OFFICE,,Invest Cont,200 N  MAIN                         ST,,02
Central,VEHICLE - STOLEN,,,STREET,,Invest Cont,500    RAMIREZ                      ST,,02
Central,INTIMATE PARTNER - SIMPLE ASSAULT,48.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500    SAN JULIAN                   ST,,02
Central,BURGLARY,54.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,400 S  MAIN                         ST,,02
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),53.0,F,STREET,,Invest Cont,100 S  ALAMEDA                      ST,,02
Central,THEFT PLAIN - PETTY ($950 & UNDER),31.0,F,RESTAURANT/FAST FOOD,,Invest Cont,OLYMPIC,SANTEE,02
Central,VEHICLE - STOLEN,,,STREET,,Invest Cont,HOPE,PICO,02
Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),23.0,F,DEPARTMENT STORE,,Invest Cont,700 W  7TH                          ST,,02
Central,BATTERY - SIMPLE ASSAULT,30.0,F,RESTAURANT/FAST FOOD,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,100 W  5TH                          ST,,02
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),23.0,M,DEPARTMENT STORE,,Invest Cont,700 W  7TH                          ST,,02
Central,BATTERY - SIMPLE ASSAULT,25.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600    SAN PEDRO                    ST,,02
Central,THEFT PLAIN - PETTY ($950 & UNDER),60.0,M,OFFICE BUILDING/OFFICE,,Invest Cont,200 N  MAIN                         ST,,02
Central,ROBBERY,30.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,SPRING                       ST,CESAR E CHAVEZ,02
Central,ROBBERY,29.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,1ST                          ST,OLIVE                        ST,02
Central,BATTERY - SIMPLE ASSAULT,30.0,M,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 W  OLYMPIC                      BL,,02
Central,BATTERY - SIMPLE ASSAULT,50.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,400 E  6TH                          ST,,02
Central,BATTERY - SIMPLE ASSAULT,25.0,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,400 S  MAIN                         ST,,02
Central,BURGLARY,,M,OTHER PREMISE,,Invest Cont,100 N  LOS ANGELES                  ST,,02
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57.0,M,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,4TH                          ST,CROCKER                      ST,02
Central,BATTERY - SIMPLE ASSAULT,60.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,500 S  SPRING                       ST,,02
Central,INTIMATE PARTNER - SIMPLE ASSAULT,35.0,M,OTHER BUSINESS,,Invest Cont,WASHINGTON,OLIVE,02
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",46.0,M,OTHER BUSINESS,,Invest Cont,800 S  FIGUEROA                     ST,,02
Central,THEFT PLAIN - PETTY ($950 & UNDER),22.0,M,DRUG STORE,,Invest Cont,600 W  7TH                          ST,,02
Central,BATTERY - SIMPLE ASSAULT,45.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1300 S  FLOWER                       ST,,02
Central,BATTERY - SIMPLE ASSAULT,41.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1300 S  FLOWER                       ST,,02
Central,BURGLARY,50.0,M,WAREHOUSE,,Invest Cont,1200 S  MAIN                         ST,,02
Central,BATTERY - SIMPLE ASSAULT,59.0,F,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 N  GRAND                        AV,,02
Central,BATTERY - SIMPLE ASSAULT,40.0,M,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,100 S  FIGUEROA                     ST,,02
Central,INTIMATE PARTNER - SIMPLE ASSAULT,24.0,F,FREEWAY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,PASADENA                     FY,SANTA MONICA                 FY,02
Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,STREET,,Invest Cont,4TH                          ST,LOS ANGELES                  ST,02
Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,STREET,,Invest Cont,HILL                         ST,6TH                          ST,02
Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),28.0,M,PARKING UNDERGROUND/BUILDING,,Invest Cont,500 N  FIGUEROA                     ST,,02
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),48.0,M,OTHER BUSINESS,,Invest Cont,600 W  7TH                          ST,,02
Central,BURGLARY,39.0,M,HOTEL,,Invest Cont,100 S  LOS ANGELES                  ST,,02
Central,INTIMATE PARTNER - SIMPLE ASSAULT,31.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1100 S  GRAND                        AV,,02
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",56.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Adult Arrest,100 S  FIGUEROA                     ST,,02
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24.0,M,BAR/COCKTAIL/NIGHTCLUB,BOTTLE,Adult Other,1100 S  OLIVE                        ST,,02
Central,BURGLARY,22.0,M,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,Invest Cont,400 E  6TH                          ST,,02
Central,BURGLARY FROM VEHICLE,26.0,F,STREET,,Invest Cont,600    MATEO                        ST,,02
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",44.0,F,OTHER STORE,,Invest Cont,200    BOYD                         ST,,02
Central,VIOLATION OF COURT ORDER,35.0,M,RESTAURANT/FAST FOOD,,Invest Cont,200 W  WASHINGTON                   BL,,02
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),46.0,M,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,800 S  OLIVE                        ST,,02
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43.0,F,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,900    WILSHIRE                     BL,,02
Central,BATTERY - SIMPLE ASSAULT,34.0,F,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,500 S  GRAND                        AV,,02
Central,BURGLARY FROM VEHICLE,37.0,M,STREET,,Invest Cont,FREMONT,TEMPLE,02
Central,"THEFT, PERSON",48.0,M,SIDEWALK,,Invest Cont,1800 S  MAIN                         ST,,02
Central,OTHER MISCELLANEOUS CRIME,29.0,M,SIDEWALK,,Adult Other,600 S  SPRING                       ST,,02
Central,VEHICLE - STOLEN,,,PARKING LOT,,Invest Cont,9TH,FRANCISCO,02
Central,ROBBERY,29.0,M,"VEHICLE, PASSENGER/TRUCK","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 S  MAIN                         ST,,02
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53.0,M,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,600    SAN JULIAN                   ST,,02
Central,BATTERY - SIMPLE ASSAULT,27.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH                          ST,SAN PEDRO,02
Central,VEHICLE - STOLEN,,,PARKING LOT,,Adult Other,400    BAUCHET                      ST,,02
Central,BATTERY - SIMPLE ASSAULT,34.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,100 W  7TH                          ST,,02
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",16.0,M,RESTAURANT/FAST FOOD,BRASS KNUCKLES,Invest Cont,600 N  BROADWAY,,02
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",29.0,M,HOSPITAL,,Adult Arrest,1300 S  HOPE                         ST,,02
Central,BATTERY - SIMPLE ASSAULT,35.0,M,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,800 W  OLYMPIC                      BL,,02
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,M,POLICE FACILITY,,Invest Cont,TEMPLE                       ST,LOS ANGELES                  ST,02
Central,BATTERY - SIMPLE ASSAULT,24.0,M,OTHER PREMISE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,500 S  SAN PEDRO                    ST,,02
Central,INTIMATE PARTNER - SIMPLE ASSAULT,37.0,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,1500 S  HOPE                         ST,,02
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),35.0,F,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,600    GLADYS                       AV,,02
Central,BATTERY - SIMPLE ASSAULT,52.0,F,HOTEL,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,800 E  6TH                          ST,,02
Central,BATTERY - SIMPLE ASSAULT,24.0,F,OTHER STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,400    JIN LING                     WY,,02
Central,ROBBERY,20.0,M,BUS STOP,OTHER KNIFE,Invest Cont,7TH,LOS ANGELES,02
Central,THEFT PLAIN - PETTY ($950 & UNDER),58.0,F,SIDEWALK,,Invest Cont,1200 S  FIGUEROA                     ST,,02
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,40.0,F,NIGHT CLUB (OPEN EVENINGS ONLY),,Adult Arrest,500 S  FLOWER                       ST,,02
Central,BURGLARY FROM VEHICLE,40.0,F,PARKING UNDERGROUND/BUILDING,,Invest Cont,800 S  FLOWER                       ST,,02
Central,BURGLARY FROM VEHICLE,48.0,M,PARKING UNDERGROUND/BUILDING,,Invest Cont,800 S  FLOWER                       ST,,02
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,49.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",VERBAL THREAT,Invest Cont,1600 S  HOPE                         ST,,02
Central,BURGLARY FROM VEHICLE,35.0,M,PARKING UNDERGROUND/BUILDING,,Invest Cont,100 S  FIGUEROA                     ST,,02
Central,BURGLARY,30.0,M,PARKING LOT,,Invest Cont,400 E  2ND                          ST,,02
Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),22.0,F,PARKING LOT,,Invest Cont,600 W  9TH                          ST,,02
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56.0,M,STREET,BOTTLE,Invest Cont,SAN JULIAN,6TH                          ST,02
Central,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",38.0,F,OTHER PREMISE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 E  6TH                          ST,,02
Central,THEFT PLAIN - PETTY ($950 & UNDER),,F,DEPARTMENT STORE,,Invest Cont,700 W  7TH                          ST,,02
Central,BATTERY - SIMPLE ASSAULT,26.0,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 S  OLIVE                        ST,,02
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,25.0,M,OTHER PREMISE,SWITCH BLADE,Adult Arrest,500 S  SAN PEDRO                    ST,,02
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),28.0,M,OTHER PREMISE,,Invest Cont,500 W  5TH                          ST,,02
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31.0,M,SIDEWALK,STICK,Adult Arrest,700 N  HILL                         ST,,02
Central,BATTERY - SIMPLE ASSAULT,41.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,900    FIGUEROA                     TR,,02
Central,BATTERY - SIMPLE ASSAULT,28.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,400 S  MAIN                         ST,,02
Central,BATTERY - SIMPLE ASSAULT,49.0,F,OTHER RESIDENCE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 S  LOS ANGELES                  ST,,02
Central,BURGLARY FROM VEHICLE,25.0,M,PARKING LOT,,Invest Cont,8TH,MAPLE,04
Central,BURGLARY FROM VEHICLE,23.0,M,STREET,,Invest Cont,COLLEGE,FIGUEROA                     TR,02
Central,BATTERY - SIMPLE ASSAULT,45.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,400 E  6TH                          ST,,02
Central,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",41.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,500 S  MAIN                         ST,,02
Central,THEFT PLAIN - PETTY ($950 & UNDER),41.0,M,HEALTH SPA/GYM,,Invest Cont,500 S  FLOWER                       ST,,02
Central,VIOLATION OF RESTRAINING ORDER,21.0,F,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,Invest Cont,100 N  HILL                         ST,,02
